Code Postal, Ville 
21800,NEUILLY CRIMOLOIS 
21700,NUITS ST GEORGES 
21600,OUGES 
21160,PERRIGNY LES DIJON 
21370,PLOMBIERES LES DIJON 
21320,POUILLY EN AUXOIS 
21800,QUETIGNY 
21850,ST APOLLINAIRE 
21490,ST JULIEN 
21210,SAULIEU 
21260,SELONGEY 
21140,SEMUR EN AUXOIS 
21800,SENNECEY LES DIJON 
21550,LADOIX SERRIGNY 
21250,SEURRE 
21240,TALANT 
21110,TART 
21490,VAROIS ET CHAIGNOT 
21370,VELARS SUR OUCHE 
21150,VENAREY LES LAUMES 
22140,BEGARD 
22390,BOURBRIAC 
22510,BREHAND 
22250,BROONS 
22160,CALLAC 
22350,CAULNES 
22140,CAVAN 
22400,COETMIEUX 
22330,LE MENE 
22130,CORSEUL 
22130,CREHEN 
22100,DINAN 
22430,ERQUY 
22520,BINIC ETABLES SUR MER 
22680,BINIC ETABLES SUR MER 
22630,EVRAN 
22290,GOUDELIN 
22200,GRACES 
22200,GUINGAMP 
22150,HENON 
22120,HILLION 
22270,JUGON LES LACS 
22400,LAMBALLE ARMOR 
22770,LANCIEUX 
22360,LANGUEUX 
22300,LANNION 
22410,LANTIC 
22100,LANVALLAY 
22290,LANVOLLON 
22740,LEZARDRIEUX 
22700,LOUANNEC 
22540,LOUARGAT 
22600,LOUDEAC 
22550,MATIGNON 
22230,MERDRIGNAC 
22600,LA MOTTE 
22530,GUERLEDAN 
22200,PABU 
22500,PAIMPOL 
22540,PEDERNEC 
22710,PENVENAN 
22700,PERROS GUIREC 
22800,PLAINE HAUTE 
22940,PLAINTEL 
22130,PLANCOET 
22270,PLEDELIAC 
22960,PLEDRAN 
22240,FREHEL 
22980,PLELAN LE PETIT 
22170,PLELO 
22210,PLEMET 
22150,PLEMY 
22640,PLENEE JUGON 
22370,PLENEUF VAL ANDRE 
22190,PLERIN 
22490,PLESLIN TRIGAVOU 
22640,PLESTAN 
22310,PLESTIN LES GREVES 
22610,PLEUBIAN 
22690,PLEUDIHEN SUR RANCE 
22560,PLEUMEUR BODOU 
22150,PLOEUC L HERMITAGE 
22170,CHATELAUDREN PLOUAGAT 
22420,PLOUARET 
22830,PLOUASNE 
22650,BEAUSSAIS SUR MER 
22620,PLOUBAZLANEC 
22300,PLOUBEZRE 
22490,PLOUER SUR RANCE 
22470,PLOUEZEC 
22440,PLOUFRAGAN 
22150,PLOUGUENAST LANGAST 
22110,PLOUGUERNEVEL 
22220,PLOUGUIEL 
22580,PLOUHA 
22200,PLOUISY 
22300,PLOULEC H 
22970,PLOUMAGOAR 
22300,PLOUMILLIAU 
22410,PLOURHAN 
22860,PLOURIVO 
22130,VAL D ARGUENON 
22240,PLURIEN 
22120,POMMERET 
22200,POMMERIT LE VICOMTE 
22590,PORDIC 
22120,QUESSOY 
22100,QUEVERT 
22800,QUINTIN 
22450,LA ROCHE JAUDY 
22300,ROSPEZ 
22110,ROSTRENEN 
22200,ST AGATHON 
22400,ST ALBAN 
22800,ST BRANDAN 
22000,ST BRIEUC 
22150,ST CARREUC 
22380,ST CAST LE GUILDO 
22100,ST HELEN 
22940,ST JULIEN 
22480,ST NICOLAS DU PELEM 
22410,ST QUAY PORTRIEUX 
22100,ST SAMSON SUR RANCE 
22100,TADEN 
22560,TREBEURDEN 
22730,TREGASTEL 
22950,TREGUEUX 
22220,TREGUIER 
22100,TRELIVAN 
22440,TREMUSON 
22600,TREVE 
22660,TREVOU TREGUIGNEC 
22120,YFFINIAC 
23200,AUBUSSON 
23400,BOURGANEUF 
23500,FELLETIN 
23230,GOUZON 
23000,GUERET 
23300,LA SOUTERRAINE 
23000,STE FEYRE 
23000,ST SULPICE LE GUERETOIS 
23320,ST VAURY 
24460,AGONAC 
24330,BASSILLAC ET AUBEROCHE 
24640,BASSILLAC ET AUBEROCHE 
24440,BEAUMONTOIS EN PERIGORD 
24100,BERGERAC 
24330,BOULAZAC ISLE MANOIRE 
24750,BOULAZAC ISLE MANOIRE 
24310,BRANTOME EN PERIGORD 
24460,BRANTOME EN PERIGORD 
24530,BRANTOME EN PERIGORD 
24260,LE BUGUE 
24480,LE BUISSON DE CADOUIN 
24200,CARSAC AILLAC 
24750,CHAMPCEVINEL 
24650,CHANCELADE 
24460,CHATEAU L EVEQUE 
24660,COULOUNIEIX CHAMIERS 
24430,COURSAC 
24520,COURS DE PILE 
24100,CREYSSE 
24500,EYMET 
24680,GARDONNE 
24130,LA FORCE 
24150,LALINDE 
24680,LAMONZIE ST MARTIN 
24570,LE LARDIN ST LAZARE 
24340,MAREUIL EN PERIGORD 
24430,MARSAC SUR L ISLE 
24130,EYRAUD CREMPSE MAURENS 
24140,EYRAUD CREMPSE MAURENS 
24700,MENESPLET 
24350,MENSIGNAC 
24290,MONTIGNAC LASCAUX 
24700,MONTPON MENESTEROL 
24400,MUSSIDAN 
24190,NEUVIC 
24300,NONTRON 
24380,SANILHAC 
24660,SANILHAC 
24750,SANILHAC 
24000,PERIGUEUX 
33220,PORT STE FOY ET PONCHAPT 
24130,PRIGONRIEUX 
24430,RAZAC SUR L ISLE 
24600,RIBERAC 
24490,LA ROCHE CHALAIS 
24580,ROUFFIGNAC ST CERNIN DE REILHAC 
24380,VAL DE LOUYRE ET CAUDEAU 
24510,VAL DE LOUYRE ET CAUDEAU 
24230,ST ANTOINE DE BREUILH 
24110,ST ASTIER 
24220,ST CYPRIEN 
24110,ST LEON SUR L ISLE 
24400,ST MEDARD DE MUSSIDAN 
24130,ST PIERRE D EYRAUD 
24200,SARLAT LA CANEDA 
24420,SORGES ET LIGUEUX EN PERIGORD 
24460,SORGES ET LIGUEUX EN PERIGORD 
24120,TERRASSON LAVILLEDIEU 
24800,THIVIERS 
24350,TOCANE ST APRE 
24750,TRELISSAC 
24380,VERGT 
25610,ARC ET SENANS 
25400,AUDINCOURT 
25870,LES AUXONS 
25720,AVANNE AVENEY 
25420,BART 
25110,BAUME LES DAMES 
25550,BAVANS 
25000,BESANCON 
25200,BETHONCOURT 
25140,CHARQUEMONT 
25870,CHATILLON LE DUC 
25320,CHEMAUDIN ET VAUX 
25770,CHEMAUDIN ET VAUX 
25490,DAMPIERRE LES BOIS 
25450,DAMPRICHARD 
25410,DANNEMARIE SUR CRETE 
25300,DOUBS 
25480,ECOLE VALENTIN 
25580,ETALANS 
25620,ETALANS 
25460,ETUPES 
25400,EXINCOURT 
25490,FESCHES LE CHATEL 
25500,LES FINS 
25770,FRANOIS 
25560,FRASNE 
25650,GILLEY 
25200,GRAND CHARMONT 
25570,GRAND COMBE CHATELEU 
25320,GRANDFONTAINE 
25310,HERIMONCOURT 
25250,L ISLE SUR LE DOUBS 
25370,JOUGNE 
25130,VILLERS LE LAC 
25270,LEVIER 
25120,MAICHE 
25620,MAMIROLLE 
25350,MANDEURE 
25700,MATHAY 
25480,MISEREY SALINES 
25200,MONTBELIARD 
25660,MONTFAUCON 
25320,MONTFERRAND LE CHATEAU 
25500,MONTLEBON 
25500,MORTEAU 
25580,LES PREMIERS SAPINS 
25600,NOMMAY 
25390,ORCHAMPS VENNES 
25290,ORNANS 
25620,ORNANS 
25170,PELOUSEY 
25480,PIREY 
25300,PONTARLIER 
25150,PONT DE ROIDE VERMONDANS 
25115,POUILLEY LES VIGNES 
25220,ROCHE LEZ BEAUPRE 
25210,LE RUSSEY 
25410,ST VIT 
25660,SAONE 
25230,SELONCOURT 
25770,SERRE LES SAPINS 
25600,SOCHAUX 
25620,TARCENAY FOUCHERANS 
25220,THISE 
25800,VALDAHON 
25700,VALENTIGNEY 
25530,VERCEL VILLEDIEU LE CAMP 
25600,VIEUX CHARMONT 
25420,VOUJEAUCOURT 
26140,ALBON 
26300,ALIXAN 
26780,ALLAN 
26400,ALLEX 
26140,ANNEYRON 
26400,AOUSTE SUR SYE 
26760,BEAUMONT LES VALENCE 
26800,BEAUVALLON 
26160,LA BEGUDE DE MAZENC 
26300,BOURG DE PEAGE 
26500,BOURG LES VALENCE 
26170,BUIS LES BARONNIES 
26120,CHABEUIL 
26300,CHARPEY 
26330,CHATEAUNEUF DE GALAURE 
26300,CHATEAUNEUF SUR ISERE 
26780,CHATEAUNEUF DU RHONE 
26300,CHATUZANGE LE GOUBET 
26260,CLERIEUX 
26400,CREST 
26150,DIE 
26220,DIEULEFIT 
26290,DONZERE 
26210,EPINOUZE 
26800,ETOILE SUR RHONE 
26750,GENISSIEUX 
26400,GRANE 
26230,GRIGNAN 
26390,HAUTERIVES 
26250,LIVRON SUR DROME 
26270,LORIOL SUR DROME 
26780,MALATAVERNE 
26120,MALISSARD 
26600,MERCUROL VEAUNES 
26110,MIRABEL AUX BARONNIES 
26740,MONTBOUCHER SUR JABRON 
26760,MONTELEGER 
26120,MONTELIER 
26200,MONTELIMAR 
26120,MONTMEYRAN 
26800,MONTOISON 
26540,MOURS ST EUSEBE 
26110,NYONS 
26380,PEYRINS 
26700,PIERRELATTE 
26600,PONT DE L ISERE 
26800,PORTES LES VALENCE 
26600,LA ROCHE DE GLUN 
26790,ROCHEGUDE 
26100,ROMANS SUR ISERE 
26240,ST BARTHELEMY DE VALS 
26260,ST DONAT SUR L HERBASSE 
26190,ST JEAN EN ROYANS 
26320,ST MARCEL LES VALENCE 
26750,ST PAUL LES ROMANS 
26130,ST PAUL TROIS CHATEAUX 
26140,ST RAMBERT D ALBON 
26210,ST SORLIN EN VALLOIRE 
26240,ST UZE 
26240,ST VALLIER 
26270,SAULCE SUR RHONE 
26740,SAUZET 
26740,SAVASSE 
26790,SUZE LA ROUSSE 
26600,TAIN L HERMITAGE 
26770,TAULIGNAN 
26790,TULETTE 
26120,UPIE 
26000,VALENCE 
27400,ACQUIGNY 
27460,ALIZAY 
27700,LES ANDELYS 
27180,ARNIERES SUR ITON 
27600,LE VAL D HAZEY 
27940,LE VAL D HAZEY 
27270,MESNIL EN OUCHE 
27330,MESNIL EN OUCHE 
27410,MESNIL EN OUCHE 
27170,BEAUMONT LE ROGER 
27300,BERNAY 
27370,LES MONTS DU ROUMOIS 
27520,LES MONTS DU ROUMOIS 
27210,BEUZEVILLE 
27660,BEZU ST ELOI 
27150,FRENELLES EN VEXIN 
27700,FRENELLES EN VEXIN 
27190,LA BONNEVILLE SUR ITON 
27310,FLANCOURT CRESCY EN ROUMOIS 
27670,BOSROUMOIS 
27310,BOURG ACHARD 
27520,GRAND BOURGTHEROULDE 
27160,BRETEUIL 
27800,BRIONNE 
27730,BUEIL 
27380,CHARLEVAL 
27190,CONCHES EN OUCHE 
27940,COURCELLES SUR SEINE 
27750,LA COUTURE BOUSSEY 
27340,CRIQUEBEUF SUR SEINE 
27490,CLEF VALLEE D EURE 
27160,MESNILS SUR ITON 
27240,MESNILS SUR ITON 
27420,VEXIN SUR EPTE 
27510,VEXIN SUR EPTE 
27630,VEXIN SUR EPTE 
27260,EPAIGNES 
27150,ETREPAGNY 
27000,EVREUX 
27530,EZY SUR EURE 
27380,FLEURY SUR ANDELLE 
27600,GAILLON 
27780,GARENNES SUR EURE 
27620,GASNY 
27140,GISORS 
27930,GRAVIGNY 
27930,GUICHAINVILLE 
27460,IGOVILLE 
27540,IVRY LA BATAILLE 
27690,LERY 
27400,LOUVIERS 
27810,MARCILLY SUR EURE 
27120,MENILLES 
27300,MENNEVAL 
27340,TERRES DE BORD 
27400,TERRES DE BORD 
27170,NASSANDRES SUR RISLE 
27300,NASSANDRES SUR RISLE 
27550,NASSANDRES SUR RISLE 
27110,LE NEUBOURG 
27320,NONANCOURT 
27120,PACY SUR EURE 
27910,PERRIERS SUR ANDELLE 
27590,PITRES 
27500,PONT AUDEMER 
27340,PONT DE L ARCHE 
27610,ROMILLY SUR ANDELLE 
27350,ROUTOT 
27250,RUGLES 
27220,ST ANDRE DE L EURE 
27600,ST AUBIN SUR GAILLON 
27100,LE VAUDREUIL 
27950,LA CHAPELLE LONGUEVILLE 
27950,ST MARCEL 
27310,ST OUEN DE THOUBERVILLE 
27670,ST OUEN DU TILLEUL 
27370,ST PIERRE DES FLEURS 
27180,ST SEBASTIEN DE MORSENT 
27370,LA SAUSSAYE 
27470,SERQUIGNY 
27230,THIBERVILLE 
27370,LE THUIT DE L OISON 
27700,LES TROIS LACS 
27940,LES TROIS LACS 
27130,VERNEUIL D AVRE ET D ITON 
27160,VERNEUIL D AVRE ET D ITON 
27200,VERNON 
27100,VAL DE REUIL 
28410,ABONDANT 
28300,AMILLY 
28260,ANET 
28290,VALD YERRE 
28700,AUNAY SOUS AUNEAU 
28700,AUNEAU BLEURY ST SYMPHORIEN 
28120,BAILLEAU LE PIN 
28630,BARJOUVILLE 
28700,BEVILLE LE COMTE 
28800,BONNEVAL 
28410,BOUTIGNY PROUAIS 
28270,BREZOLLES 
28160,BROU 
28410,BU 
28300,CHAMPHOL 
28000,CHARTRES 
28200,CHATEAUDUN 
28170,CHATEAUNEUF EN THYMERAIS 
28210,CHAUDON 
28500,CHERISY 
28220,CLOYES LES TROIS RIVIERES 
28630,LE COUDRAY 
28190,COURVILLE SUR EURE 
28100,DREUX 
28230,EPERNON 
28190,FONTAINE LA GUYON 
28320,GALLARDON 
28130,HANCHES 
28120,ILLIERS COMBRAY 
28310,JANVILLE EN BEAUCE 
28300,JOUY 
28300,LEVES 
28240,LA LOUPE 
28110,LUCE 
28600,LUISANT 
28500,LURAY 
28130,MAINTENON 
28300,MAINVILLIERS 
28400,ARCISSES 
28630,MORANCEZ 
28210,NOGENT LE ROI 
28400,NOGENT LE ROTROU 
28130,PIERRES 
28200,ST DENIS LANNERAY 
28190,ST GEORGES SUR EURE 
28350,ST LUBIN DES JONCHERETS 
28130,ST MARTIN DE NIGELLES 
28300,ST PREST 
28380,ST REMY SUR AVRE 
28250,SENONCHES 
28260,SOREL MOUSSEL 
28630,SOURS 
28310,TOURY 
28170,TREMBLAY LES VILLAGES 
28500,VERNOUILLET 
28210,VILLEMEUX SUR EURE 
28150,LES VILLAGES VOVEENS 
28160,YEVRES 
29770,AUDIERNE 
29380,BANNALEC 
29950,BENODET 
29400,BODILIS 
29820,BOHARS 
29860,BOURG BLANC 
29200,BREST 
29510,BRIEC 
29890,PLOUNEOUR BRIGNOGAN PLAGES 
29570,CAMARET SUR MER 
29660,CARANTEC 
29270,CARHAIX PLOUGUER 
29150,CAST 
29150,CHATEAULIN 
29520,CHATEAUNEUF DU FAOU 
29233,CLEDER 
29360,CLOHARS CARNOET 
29950,CLOHARS FOUESNANT 
29120,COMBRIT 
29900,CONCARNEAU 
29217,LE CONQUET 
29370,CORAY 
29160,CROZON 
29460,DAOULAS 
29150,DINEAULT 
29460,DIRINON 
29100,DOUARNENEZ 
29860,LE DRENNEC 
29510,EDERN 
29370,ELLIANT 
29500,ERGUE GABERIC 
29590,LE FAOU 
29260,LE FOLGOET 
29800,LA FOREST LANDERNEAU 
29940,LA FORET FOUESNANT 
29170,FOUESNANT 
29950,GOUESNACH 
29850,GOUESNOU 
29180,GUENGAT 
29410,GUICLAN 
29820,GUILERS 
29730,GUILVINEC 
29490,GUIPAVAS 
29290,MILIZAC GUIPRONVEL 
29880,GUISSENY 
29460,HANVEC 
29460,HOPITAL CAMFROUT 
29890,KERLOUAN 
29860,KERSAINT PLABENNEC 
29400,LAMPAUL GUIMILIAU 
29810,LAMPAUL PLOUARZEL 
29870,LANDEDA 
29800,LANDERNEAU 
29400,LANDIVISIAU 
29510,LANDREVARZEC 
29840,LANDUNVEZ 
29620,LANMEUR 
29870,LANNILIS 
29290,LANRIVOARE 
29160,LANVEOC 
29260,LESNEVEN 
29280,LOCMARIA PLOUZANE 
29241,LOCQUIREC 
29750,LOCTUDY 
29460,LOGONNA DAOULAS 
29470,LOPERHET 
29140,MELGVEN 
29300,MELLAC 
29350,MOELAN SUR MER 
29600,MORLAIX 
29920,NEVEZ 
29800,PENCRAN 
29760,PENMARCH 
29860,PLABENNEC 
29170,PLEUVEN 
29190,PLEYBEN 
29410,PLEYBER CHRIST 
29740,PLOBANNALEC LESCONIL 
29710,PLOGASTEL ST GERMAIN 
29180,PLOGONNEC 
29700,PLOMELIN 
29120,PLOMEUR 
29550,PLOMODIERN 
29710,PLONEIS 
29720,PLONEOUR LANVERN 
29530,PLONEVEZ DU FAOU 
29550,PLONEVEZ PORZAY 
29810,PLOUARZEL 
29830,PLOUDALMEZEAU 
29260,PLOUDANIEL 
29800,PLOUEDERN 
29420,PLOUENAN 
29430,PLOUESCAT 
29252,PLOUEZOC H 
29630,PLOUGASNOU 
29470,PLOUGASTEL DAOULAS 
29217,PLOUGONVELIN 
29640,PLOUGONVEN 
29250,PLOUGOULM 
29880,PLOUGUERNEAU 
29830,PLOUGUIN 
29780,PLOUHINEC 
29260,PLOUIDER 
29610,PLOUIGNEAU 
29650,PLOUIGNEAU 
29810,PLOUMOGUER 
29400,PLOUNEVENTER 
29430,PLOUNEVEZ LOCHRIST 
29600,PLOURIN LES MORLAIX 
29860,PLOUVIEN 
29420,PLOUVORN 
29280,PLOUZANE 
29440,PLOUZEVEDE 
29710,PLOZEVET 
29700,PLUGUFFAN 
29930,PONT AVEN 
29790,PONT CROIX 
29120,PONT L ABBE 
29840,PORSPODER 
29710,POULDREUZIC 
29310,QUERRIEN 
29000,QUIMPER 
29300,QUIMPERLE 
29300,REDENE 
29480,LE RELECQ KERHUON 
29340,RIEC SUR BELON 
29800,LA ROCHE MAURICE 
29680,ROSCOFF 
29140,ROSPORDEN 
29800,ST DIVY 
29170,ST EVARZEC 
29600,ST MARTIN DES CHAMPS 
29830,ST PABU 
29250,ST POL DE LEON 
29290,ST RENAN 
29410,ST THEGONNEC LOC EGUINER 
29800,ST THONAN 
29800,ST URBAIN 
29140,ST YVI 
29250,SANTEC 
29390,SCAER 
29450,SIZUN 
29540,SPEZET 
29670,TAULE 
29560,TELGRUC SUR MER 
29730,TREFFIAGAT 
29910,TREGUNC 
29300,TREMEVEN 
29380,LE TREVOUX 
29590,PONT DE BUIS LES QUIMERCH 
20167,AFA 
20000,AJACCIO 
20090,AJACCIO 
20167,AJACCIO 
20167,ALATA 
20128,ALBITRECCIA 
20166,ALBITRECCIA 
20167,APPIETTO 
20129,BASTELICACCIA 
20169,BONIFACIO 
20167,CUTTOLI CORTICCHIATO 
20114,FIGARI 
20128,GROSSETO PRUGNA 
20166,GROSSETO PRUGNA 
20137,LECCI 
20167,PERI 
20166,PIETROSELLA 
20137,PORTO VECCHIO 
20110,PROPRIANO 
20167,SARROLA CARCOPINO 
20100,SARTENE 
20146,SOTTA 
20124,ZONZA 
20144,ZONZA 
20270,ALERIA 
20200,BASTIA 
20600,BASTIA 
20620,BIGUGLIA 
20290,BORGO 
20222,BRANDO 
20214,CALENZANA 
20260,CALENZANA 
20260,CALVI 
20221,CERVIONE 
20250,CORTE 
20600,FURIANI 
20240,GHISONACCIA 
20220,L ILE ROUSSE 
20290,LUCCIANA 
20220,MONTICELLO 
20232,OLETTA 
20213,PENTA DI CASINCA 
20243,PRUNELLI DI FIUMORBO 
20217,ST FLORENT 
20200,SAN MARTINO DI LOTA 
20230,SANTA LUCIA DI MORIANI 
20200,SANTA MARIA DI LOTA 
20230,SAN NICOLAO 
20240,VENTISERI 
20215,VENZOLASCA 
20215,VESCOVATO 
20200,VILLE DI PIETRABUGNO 
30220,AIGUES MORTES 
30670,AIGUES VIVES 
30470,AIMARGUES 
30100,ALES 
30140,ANDUZE 
30133,LES ANGLES 
30390,ARAMON 
30250,AUBAIS 
30620,AUBORD 
30140,BAGARD 
30200,BAGNOLS SUR CEZE 
30430,BARJAC 
30300,BEAUCAIRE 
30640,BEAUVOISIN 
30127,BELLEGARDE 
30620,BERNIS 
30160,BESSEGES 
30320,BEZOUCE 
30140,BOISSET ET GAUJAC 
30230,BOUILLARGUES 
30210,CABRIERES 
30740,LE CAILAR 
30132,CAISSARGUES 
30190,LA CALMETTE 
30420,CALVISSON 
30210,CASTILLON DU GARD 
30820,CAVEIRAC 
30480,CENDRAS 
30870,CLARENSAC 
30920,CODOGNAN 
30300,COMPS 
30111,CONGENIES 
30330,CONNAUX 
30730,FONS 
30300,FOURQUES 
30660,GALLARGUES LE MONTUEUX 
30128,GARONS 
30510,GENERAC 
30110,LA GRAND COMBE 
30240,LE GRAU DU ROI 
30300,JONQUIERES ST VINCENT 
30980,LANGLADE 
30290,LAUDUN L ARDOISE 
30210,LEDENON 
30350,LEDIGNAN 
30350,LEZAN 
30960,LES MAGES 
30129,MANDUEL 
30320,MARGUERITTES 
30840,MEYNES 
30540,MILHAUD 
30340,MONS 
30150,MONTFAUCON 
30490,MONTFRIN 
30190,MOUSSAC 
30121,MUS 
30114,NAGES ET SOLORGUES 
30000,NIMES 
30900,NIMES 
30130,PONT ST ESPRIT 
30320,POULX 
30131,PUJAUT 
30260,QUISSAC 
30129,REDESSAN 
30210,REMOULINS 
30720,RIBAUTE LES TAVERNES 
30650,ROCHEFORT DU GARD 
30150,ROQUEMAURE 
30340,ROUSSON 
30200,SABRAN 
30500,ST AMBROIX 
30190,STE ANASTASIE 
30190,ST CHAPTES 
30380,ST CHRISTOL LEZ ALES 
30150,ST GENIES DE COMOLAS 
30190,ST GENIES DE MALGOIRES 
30320,ST GERVASY 
30800,ST GILLES 
30560,ST HILAIRE DE BRETHMAS 
30170,ST HIPPOLYTE DU FORT 
30270,ST JEAN DU GARD 
30140,ST JEAN DU PIN 
30340,ST JULIEN LES ROSIERS 
30220,ST LAURENT D AIGOUZE 
30126,ST LAURENT DES ARBRES 
30730,ST MAMERT DU GARD 
30520,ST MARTIN DE VALGALGUES 
30130,ST PAULET DE CAISSON 
30340,ST PRIVAT DES VIEUX 
30700,ST QUENTIN LA POTERIE 
30290,ST VICTOR LA COSTE 
30340,SALINDRES 
30110,LES SALLES DU GARDON 
30610,SAUVE 
30150,SAUVETERRE 
30650,SAZE 
30210,SERNHAC 
30250,SOMMIERES 
30126,TAVEL 
30330,TRESQUES 
30620,UCHAUD 
30700,UZES 
30600,VAUVERT 
30310,VERGEZE 
30210,VERS PONT DU GARD 
30360,VEZENOBRES 
30120,LE VIGAN 
30400,VILLENEUVE LES AVIGNON 
30250,VILLEVIEILLE 
30230,RODILHAN 
31450,AYGUESVIVES 
31140,AUCAMVILLE 
31840,AUSSONNE 
31190,AUTERIVE 
31320,AUZEVILLE TOLOSANE 
31650,AUZIELLE 
31290,AVIGNONET LAURAGAIS 
31110,BAGNERES DE LUCHON 
31130,BALMA 
31450,BAZIEGE 
31870,BEAUMONT SUR LEZE 
31700,BEAUZELLE 
31450,BELBERAUD 
31370,BERAT 
31660,BESSIERES 
31700,BLAGNAC 
31620,BOULOC 
31350,BOULOGNE SUR GESSE 
31490,BRAX 
31150,BRUGUIERES 
31660,BUZET SUR TARN 
31560,CALMONT 
31460,CARAMAN 
31390,CARBONNE 
31320,CASTANET TOLOSAN 
31780,CASTELGINEST 
31180,CASTELMAUROU 
31620,CASTELNAU D ESTRETEFONDS 
31220,CAZERES 
31620,CEPET 
31550,CINTEGABELLE 
31770,COLOMIERS 
31700,CORNEBARRIEU 
31270,CUGNAUX 
31700,DAUX 
31280,DREMIL LAFAGE 
31600,EAUNES 
31750,ESCALQUENS 
31410,LE FAUGA 
31150,FENOUILLET 
31130,FLOURENS 
31140,FONBEAUZARD 
31470,FONSORBES 
31470,FONTENILLES 
31430,LE FOUSSERET 
31620,FRONTON 
31270,FROUZINS 
31150,GAGNAC SUR GARONNE 
31380,GARIDECH 
31380,GRAGNAGUE 
31150,GRATENTOUR 
31330,GRENADE 
31230,L ISLE EN DODON 
31860,LABARTHE SUR LEZE 
31620,LABASTIDE ST SERNIN 
31600,LABASTIDETTE 
31670,LABEGE 
31120,LACROIX FALGARDE 
31870,LAGARDELLE SUR LEZE 
31600,LAMASQUERE 
31570,LANTA 
31180,LAPEYROUSE FOSSAT 
31530,LASSERRE PRADERE 
31140,LAUNAGUET 
31650,LAUZERVILLE 
31410,LAVERNOSE LACASSE 
31490,LEGUEVIN 
31150,LESPINASSE 
31530,LEVIGNAC 
31600,LHERM 
31410,LONGAGES 
31220,MARTRES TOLOSANE 
31330,MERVILLE 
31190,MIREMONT 
31700,MONDONVILLE 
31280,MONS 
31530,MONTAIGUT SUR SAVE 
31380,MONTASTRUC LA CONSEILLERE 
31140,MONTBERON 
31310,MONTESQUIEU VOLVESTRE 
31450,MONTGISCARD 
31450,MONTLAUR 
31850,MONTRABE 
31210,MONTREJEAU 
31600,MURET 
31560,NAILLOUX 
31410,NOE 
31320,PECHABOU 
31140,PECHBONNIEU 
31820,PIBRAC 
31120,PINSAGUEL 
31860,PINS JUSTARET 
31830,PLAISANCE DU TOUCH 
31450,POMPERTUZAT 
31120,PORTET SUR GARONNE 
31130,QUINT FONSEGRIVES 
31520,RAMONVILLE ST AGNE 
31250,REVEL 
31370,RIEUMES 
31310,RIEUX VOLVESTRE 
31120,ROQUES 
31120,ROQUETTES 
31180,ROUFFIAC TOLOSAN 
31140,ST ALBAN 
31600,ST CLAR DE RIVIERE 
31570,STE FOY D AIGREFEUILLE 
31470,STE FOY DE PEYROLIERES 
31800,ST GAUDENS 
31180,ST GENIES BELLEVUE 
31410,ST HILAIRE 
31240,ST JEAN 
31790,ST JORY 
31140,ST LOUP CAMMAS 
31470,ST LYS 
31650,ST ORENS DE GAMEVILLE 
31530,ST PAUL SUR SAVE 
31790,ST SAUVEUR 
31410,ST SULPICE SUR LEZE 
31260,SALIES DU SALAT 
31880,LA SALVETAT ST GILLES 
31600,SAUBENS 
31840,SEILH 
31600,SEYSSES 
31000,TOULOUSE 
31100,TOULOUSE 
31200,TOULOUSE 
31300,TOULOUSE 
31400,TOULOUSE 
31500,TOULOUSE 
31170,TOURNEFEUILLE 
31240,L UNION 
31810,VENERQUE 
31590,VERFEIL 
31810,VERNET 
31620,VILLAUDRIC 
31290,VILLEFRANCHE DE LAURAGAIS 
31340,VILLEMUR SUR TARN 
31800,VILLENEUVE DE RIVIERE 
31620,VILLENEUVE LES BOULOC 
31270,VILLENEUVE TOLOSANE 
31330,LARRA 
32000,AUCH 
32150,CAZAUBON 
32100,CONDOM 
32800,EAUZE 
32500,FLEURANCE 
32200,GIMONT 
32600,L ISLE JOURDAIN 
32700,LECTOURE 
32220,LOMBEZ 
32140,MASSEUBE 
32120,MAUVEZIN 
32300,MIRANDE 
32110,NOGARO 
32550,PAVIE 
32600,PUJAUDRAN 
32400,RISCLE 
32130,SAMATAN 
32190,VIC FEZENSAC 
33230,ABZAC 
33440,AMBARES ET LAGRAVE 
33810,AMBES 
33510,ANDERNOS LES BAINS 
33120,ARCACHON 
33740,ARES 
33460,ARSAC 
33370,ARTIGUES PRES BORDEAUX 
33500,ARVEYRES 
33240,VAL DE VIRVEE 
33980,AUDENGE 
33480,AVENSAN 
33114,LE BARP 
33720,BARSAC 
33530,BASSENS 
33430,BAZAS 
33640,BEAUTIRAN 
33130,BEGLES 
33830,BELIN BELIET 
33390,BERSON 
33750,BEYCHAC ET CAILLAU 
33380,BIGANOS 
33290,BLANQUEFORT 
33390,BLAYE 
33000,BORDEAUX 
33100,BORDEAUX 
33200,BORDEAUX 
33300,BORDEAUX 
33800,BORDEAUX 
33270,BOULIAC 
33710,BOURG 
33110,LE BOUSCAT 
33820,BRAUD ET ST LOUIS 
33520,BRUGES 
33650,CABANAC ET VILLAGRAINS 
33140,CADAUJAC 
33410,CADILLAC SUR GARONNE 
33880,CAMBES 
33360,CAMBLANES ET MEYNAC 
33610,CANEJAN 
33560,CARBON BLANC 
33121,CARCANS 
33360,CARIGNAN DE BORDEAUX 
33480,CASTELNAU DE MEDOC 
33210,CASTETS ET CASTILLON 
33350,CASTILLON LA BATAILLE 
33640,CASTRES GIRONDE 
33620,CAVIGNAC 
33360,CENAC 
33150,CENON 
33720,CERONS 
